datepublication;nomAttribuant;idAttribuant;dateConvention;referenceDecision;nomBénéficiaire;idBeneficiaire;objet;montant;nature;conditionsVersement;datesPériodeVersement;idRAE;notificationUE;pourcentageSubvention;date_deb;date_fin;objet_reuse;montant_reuse
2020-02-26;BORDEAUX METROPOLE;24330031600000;2020-02-06;2019/776;MÉMOIRE DE BORDEAUX;34221545600000;Mise à disposition d'un agent;23421;aide en numéraire;unique;2020-02-06/2020-08-06;sans objet;non;1.00;2020-02-06;;Autre objet;Inférieur à 30 000€
2020-06-02;BORDEAUX METROPOLE;24330031600000;2020-04-07;2020/53;AURBA;78181448800000;Fonctionnement;4372000;aide en numéraire;échelonné;2020-04-07/2020-10-07;sans objet;non;1.00;2020-04-07;;Fonctionnement;Supérieur à 500 000€
2020-06-02;BORDEAUX METROPOLE;24330031600000;2020-04-10;2020/BM 0361;BANQUE ALIMENTAIRE;34063725500000;Fonctionnement;50000;aide en numéraire;unique;2020-04-10/2020-10-10;sans objet;non;1.00;2020-04-10;;Fonctionnement;Entre 30 000€ et 100 000€
2020-06-02;BORDEAUX METROPOLE;24330031600000;2020-03-12;2020/101;OSONS ICI ET MAINTENANT;81016086100000;Fonctionnement;15000;aide en numéraire;échelonné;2020-03-12/2020-09-12;sans objet;non;1.00;2020-03-12;;Fonctionnement;Inférieur à 30 000€
2020-06-02;BORDEAUX METROPOLE;24330031600000;2020-05-11;2020/58;CREAQ;41993219900000;Zéro déchets;10000;aide en numéraire;unique;2020-05-11/2020-11-11;sans objet;non;1.00;2020-05-11;;Autre objet;Inférieur à 30 000€
2020-08-25;BORDEAUX METROPOLE;24330031600000;2020-06-09;2020/2;FRENTECH BORDEAUX;81831326400000;Fonctionnement;214000;aide en numéraire;échelonné;2020-06-09/2020-12-09;sans objet;non;1.00;2020-06-09;;Fonctionnement;Entre 100 000€ et 500 000€
2020-12-01;BORDEAUX METROPOLE;24330031600000;2020-09-09;2020/153;BORDEAUX TECHNOWEST;37781852100000;Journées UAV Days;9000;aide en numéraire;échelonné;2020-09-09/2021-03-09;sans objet;non;1.00;2020-09-09;;Autre objet;Inférieur à 30 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000;2020-03-16;2020/63;COAEQUO;83122049600000;SMAC agglo scènes musiques actuelles;14250;aide en numéraire;échelonné;2020-03-16/2020-09-16;sans objet;non;1.00;2020-03-16;;Autre objet;Inférieur à 30 000€
2020-08-25;BORDEAUX METROPOLE;24330031600000;2020-02-20;2020/134;L'ARBRE A PALABRES APV;82234558300000;AP international solidarité eau TOGO;20000;aide en numéraire;échelonné;2020-02-20/2020-08-20;sans objet;non;1.00;2020-02-20;;Autre objet;Inférieur à 30 000€
2020-12-01;BORDEAUX METROPOLE;24330031600000;2020-10-26;2020/101;ADIE;35221687300200;Fonctionnement;15000;aide en numéraire;unique;2020-10-26/2021-04-26;sans objet;non;1.00;2020-10-26;;Fonctionnement;Inférieur à 30 000€
2020-12-01;BORDEAUX METROPOLE;24330031600000;2020-11-04;2020/228;NANTES SUMMERCAMP SOFILM;81195928700000;Fonctionnement;225000;aide en numéraire;échelonné;2020-11-04/2021-05-04;sans objet;non;1.00;2020-11-04;;Fonctionnement;Entre 100 000€ et 500 000€
2023-03-29;BORDEAUX METROPOLE;24330031600011;2023-02-21;2023/8;Arc En Rêve;32123703400012;Aide au fonctionnement;407257;aide en numéraire;échelonné;2023-02-21/2023-08-21;sans objet;non;1.00;2023-02-21;;Autre objet;Entre 100 000€ et 500 000€
2023-03-29;BORDEAUX METROPOLE;24330031600011;2023-03-01;2023/82;CREAC de Bègles;37809063300017;Cirque Baraka 2023;47500;aide en numéraire;échelonné;2023-03-01/2023-09-01;sans objet;non;1.00;2023-03-01;;Autre objet;Entre 30 000€ et 100 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-05-02;2023/141;ATIS;52289609100033;Aide au fonctionnement;70000;aide en numéraire;échelonné;2023-05-02/2023-11-02;sans objet;non;1.00;2023-05-02;;Autre objet;Entre 30 000€ et 100 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-04-14;2023/157;Graine Nouvelle Aquitaine;38956456800027;Aide au fonctionnement;52500;aide en numéraire;échelonné;2023-04-14/2023-10-14;sans objet;non;1.00;2023-04-14;;Autre objet;Entre 30 000€ et 100 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-04-17;23METPP00372;La Colline;48910279800019;Projet ALADDIN 2023;6000;aide en numéraire;unique;2023-04-17/2023-10-17;sans objet;non;1.00;2023-04-17;;Autre objet;Inférieur à 30 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-04-17;23METPP00372;Konexio;82424482600023;Projet ALADDIN 2023;8000;aide en numéraire;unique;2023-04-17/2023-10-17;sans objet;non;1.00;2023-04-17;;Autre objet;Inférieur à 30 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-04-13;2023/157;CREAQ;41993219900021;Accompagnement pédagogique des ménages à la transition énergétique;23500;aide en numéraire;échelonné;2023-04-13/2023-10-13;sans objet;non;1.00;2023-04-13;;Autre objet;Inférieur à 30 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-04-17;23METPP00372;Oxygène;40097769000033;Projet ALADDIN 2023;1200;aide en numéraire;unique;2023-04-17/2023-10-17;sans objet;non;1.00;2023-04-17;;Autre objet;Inférieur à 30 000€
2023-10-17;BORDEAUX METROPOLE;24330031600011;2023-06-29;2023/221;Agence de Développement Touristique;78184375000055;Aide au fonctionnement;180000;aide en numéraire;échelonné;2023-06-29/2023-12-29;sans objet;non;1.00;2023-06-29;;Autre objet;Entre 100 000€ et 500 000€
2023-10-17;BORDEAUX METROPOLE;24330031600011;2023-07-19;2023/235;ETU'RECUP;80127165100029;Aide au fonctionnement;15000;aide en numéraire;échelonné;2023-07-19/2024-01-19;sans objet;non;1.00;2023-07-19;;Autre objet;Inférieur à 30 000€
2023-10-17;BORDEAUX METROPOLE;24330031600011;2023-07-20;2023/237;Panière et Co;91235287900015;Aide à l'investissement;8290;aide en numéraire;échelonné;2023-07-20/2024-01-20;sans objet;non;1.00;2023-07-20;;Autre objet;Inférieur à 30 000€
2023-10-17;BORDEAUX METROPOLE;24330031600011;2023-08-25;2023/284;CSDL;41900910500018;Clinique des TPE;80000;aide en numéraire;échelonné;2023-08-25/2024-02-25;sans objet;non;1.00;2023-08-25;;Autre objet;Entre 30 000€ et 100 000€
2023-10-17;BORDEAUX METROPOLE;24330031600011;2023-08-05;2023/220;Office de Tourisme et des Congrés de BM;78180455400017;Bordeaux Fête le Vin;140000;aide en numéraire;échelonné;2023-08-05/2024-02-05;sans objet;non;1.00;2023-08-05;;Autre objet;Entre 100 000€ et 500 000€
2023-10-17;BORDEAUX METROPOLE;24330031600011;2023-09-07;2023/244;POLA;44433758800040;Aide au fonctionnement;114000;aide en numéraire;échelonné;2023-09-07/2024-03-07;sans objet;non;1.00;2023-09-07;;Autre objet;Entre 100 000€ et 500 000€
2023-10-17;BORDEAUX METROPOLE;24330031600011;2023-09-05;2023/309;Séjour Sportif Solidaire;81147565600021;Aide à l'investissement;55400;aide en numéraire;échelonné;2023-09-05/2024-03-05;sans objet;non;1.00;2023-09-05;;Autre objet;Entre 30 000€ et 100 000€
2024-02-02;BORDEAUX METROPOLE;24330031600011;2023-11-06;2023/434;Secours Populaire;32571979700046;Aide au fonctionnement;40000;aide en numéraire;échelonné;2023-11-06/2024-05-06;sans objet;non;1.00;2023-11-06;;Autre objet;Entre 30 000€ et 100 000€
2024-02-02;BORDEAUX METROPOLE;24330031600011;2023-11-09;2023/402;Maison de l'Emploi de Bordeaux;49058526200069;Aide au fonctionnement;35853;aide en numéraire;échelonné;2023-11-09/2024-05-09;sans objet;non;1.00;2023-11-09;;Autre objet;Entre 30 000€ et 100 000€
2024-02-02;BORDEAUX METROPOLE;24330031600011;2023-11-08;2023/397;Haut de Garonne Développement;34975346700043;Action spécifique à la filière écoconstruction;35000;aide en numéraire;échelonné;2023-11-08/2024-05-08;sans objet;non;1.00;2023-11-08;;Autre objet;Entre 30 000€ et 100 000€
2024-02-02;BORDEAUX METROPOLE;24330031600011;2023-11-14;2023/500;Fondation COS Alexandre Glasberg - Foyer Quancard;77565757000377;Aide au fonctionement;40000;aide en numéraire;échelonné;2023-11-14/2024-05-14;sans objet;non;1.00;2023-11-14;;Autre objet;Entre 30 000€ et 100 000€
2024-02-02;BORDEAUX METROPOLE;24330031600011;2023-10-06;2023/483;Médecins Sans Frontière;30500910200081;Fonds d'urgence à la Libye;50000;aide en numéraire;unique;2023-10-06/2024-04-06;sans objet;non;1.00;2023-10-06;;Autre objet;Entre 30 000€ et 100 000€
2024-02-02;BORDEAUX METROPOLE;24330031600011;2023-11-14;2023/490;CREPAQ;40996896300028;Projet Alimentaire Territorial 2023/2024;40000;aide en numéraire;échelonné;2023-11-14/2024-05-14;sans objet;non;1.00;2023-11-14;;Autre objet;Entre 30 000€ et 100 000€
2024-02-02;BORDEAUX METROPOLE;24330031600011;2023-12-19;2023/606;Promo-Femmes Saint Michel;39931862500023;AAP Emploi et Quartiers;12000;aide en numéraire;unique;2023-12-19/2024-06-19;sans objet;non;1.00;2023-12-19;;Autre objet;Inférieur à 30 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000;2020-02-17;2020/65;ASSO FESTIVAL ODP;82343035000000;Festival ODP;40000;aide en numéraire;échelonné;2020-02-17/2020-08-17;sans objet;non;1.00;2020-02-17;;Autre objet;Entre 30 000€ et 100 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000;2020-03-16;2020/65;CREAC;41993219900000;"Saison du cirque ""la citécirque""";47500;aide en numéraire;échelonné;2020-03-16/2020-09-16;sans objet;non;1.00;2020-03-16;;Autre objet;Entre 30 000€ et 100 000€
2024-09-02;BORDEAUX METROPOLE;24330031600011;2024-03-26;2024/62;CLMX PROD;81286869300019;Festival CLIMAX 2024;30000;aide en numéraire;échelonné;2024-03-26/2024-09-26;sans objet;non;1.00;2024-03-26;;Autre objet;Inférieur à 30 000€
2024-09-02;BORDEAUX METROPOLE;24330031600011;2024-02-16;2024/62;Les PEP 33;78185055700088;aide au fonctionnement;146900;aide en numéraire;échelonné;2024-02-16/2024-08-16;sans objet;non;1.00;2024-02-16;;Autre objet;Entre 100 000€ et 500 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000;2020-02-10;2020/65;CHAHUTS;40265285300000;Festival Chahuts;35000;aide en numéraire;échelonné;2020-02-10/2020-08-10;sans objet;non;1.00;2020-02-10;;Autre objet;Entre 30 000€ et 100 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000;2020-03-05;2020/75;INVEST IN BORDEAUX;40919981700000;Fonctionnement;487775;aide en numéraire;échelonné;2020-03-05/2020-09-05;sans objet;non;1.00;2020-03-05;;Fonctionnement;Entre 100 000€ et 500 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000;2020-02-10;2020/65;PARALLELES ATTITUDE DIFFUSION;35011886500000;Carnaval 2 rives;15000;aide en numéraire;échelonné;2020-02-10/2020-08-10;sans objet;non;1.00;2020-02-10;;Autre objet;Inférieur à 30 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000;2020-02-25;2020/65;ASSO MELI MEL'ARTS;52425936300000;Festival;8000;aide en numéraire;échelonné;2020-02-25/2020-08-25;sans objet;non;1.00;2020-02-25;;Autre objet;Inférieur à 30 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000;2020-03-20;2020/65;LES ARTS AU MUR;43434085700000;codev Bordeaux Métropolitain;15000;aide en numéraire;échelonné;2020-03-20/2020-09-20;sans objet;non;1.00;2020-03-20;;Autre objet;Inférieur à 30 000€
2020-06-02;BORDEAUX METROPOLE;24330031600000;2020-04-16;2019/488;ADI (Agence Dévelop. et Innovation);82033673300000;Actions spécifiques énergétiques;24000;aide en numéraire;unique;2020-04-16/2020-10-16;sans objet;non;1.00;2020-04-16;;Autre objet;Inférieur à 30 000€
2020-08-25;BORDEAUX METROPOLE;24330031600000;2020-02-20;2020/134;ASLAV ASSO DE L'AMOUR VIVANT;51950160500000;AP international solidarité eau CONGO;18000;aide en numéraire;échelonné;2020-02-20/2020-08-20;sans objet;non;1.00;2020-02-20;;Autre objet;Inférieur à 30 000€
2020-08-25;BORDEAUX METROPOLE;24330031600000;2020-06-22;2020/BM 0514;CAP SCIENCES;39988425300000;Expo Robots;5000;aide en numéraire;unique;2020-06-22/2020-12-22;sans objet;non;1.00;2020-06-22;;Autre objet;Inférieur à 30 000€
2020-12-01;BORDEAUX METROPOLE;24330031600000;2020-11-02;2020/264;ATIS;52289609100000;Les 10 ans d'ATIS;20000;aide en numéraire;unique;2020-11-02/2021-05-30;sans objet;non;1.00;2020-11-02;;Autre objet;Inférieur à 30 000€
2020-12-01;BORDEAUX METROPOLE;24330031600000;2020-09-16;2020/71;COM UNE PARENTHESE;84515945800700;Fonctionnement;29000;aide en numéraire;unique;2020-09-16/2021-03-16;sans objet;non;1.00;2020-09-16;;Fonctionnement;Inférieur à 30 000€
2023-03-29;BORDEAUX METROPOLE;24330031600011;2022-10-27;2022/518;La Manuco;90094998300010;Aide à l'investissement;12602;aide en numéraire;échelonné;2022-10-27/2023-04-27;sans objet;non;1.00;2022-10-27;;Autre objet;Inférieur à 30 000€
2023-03-29;BORDEAUX METROPOLE;24330031600011;2022-12-13;2022/665;Restaurant du Cœur de la Gironde;33986341700418;Aide à l'investissement;40000;aide en numéraire;échelonné;2022-12-13/2023-06-13;sans objet;non;1.00;2022-12-13;;Autre objet;Entre 30 000€ et 100 000€
2023-03-29;BORDEAUX METROPOLE;24330031600011;2023-02-21;2023/82;Compagnie Les Marches de l'Eté;32848008200093;Aide au fonctionnement;15000;aide en numéraire;échelonné;2023-02-21/2023-08-21;sans objet;non;1.00;2023-02-21;;Autre objet;Inférieur à 30 000€
2023-03-29;BORDEAUX METROPOLE;24330031600011;2023-03-02;2023/83;Stigmergie;88483872300010;Aide au fonctionnement;28500;aide en numéraire;échelonné;2023-03-02/2023-09-02;sans objet;non;1.00;2023-03-02;;Autre objet;Inférieur à 30 000€
2023-03-29;BORDEAUX METROPOLE;24330031600011;2023-03-14;2023/32;Association Européenne du Film d'Animation;50907979400012;Cartoon Movie 2023;110000;aide en numéraire;échelonné;2023-03-14/2023-09-14;sans objet;non;1.00;2023-03-14;;Autre objet;Entre 100 000€ et 500 000€
2023-03-29;BORDEAUX METROPOLE;24330031600011;2023-01-27;2023/88;L'Afrique Chez Vous;43997812300024;Solidarité Internationale Eau et Assainissement;48000;aide en numéraire;échelonné;2023-01-27/2023-07-27;sans objet;non;1.00;2023-01-27;;Autre objet;Entre 30 000€ et 100 000€
2023-03-29;BORDEAUX METROPOLE;24330031600011;2023-01-27;2023/88;Action-Solidarité;83355139300022;Solidarité Internationale Eau et Assainissement;22624;aide en numéraire;échelonné;2023-01-27/2023-07-27;sans objet;non;1.00;2023-01-27;;Autre objet;Inférieur à 30 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-03-08;2023/82;Escales Littéraires Bordeaux Aquitaine;34426475900046;Escale du Livre 2023;150000;aide en numéraire;échelonné;2023-03-08/2023-09-08;sans objet;non;1.00;2023-03-08;;Autre objet;Entre 100 000€ et 500 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-04-17;23METPP00372;La Flèche de Bordeaux;78184361000010;Projet ALADDIN 2023;4500;aide en numéraire;unique;2023-04-17/2023-10-17;sans objet;non;1.00;2023-04-17;;Autre objet;Inférieur à 30 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-05-11;2023/121;Alpha Route des Lasers et des Hyperfréquences;82775559600018;Aide au fonctionnement;97000;aide en numéraire;échelonné;2023-05-11/2023-11-11;sans objet;non;1.00;2023-05-11;;Autre objet;Entre 30 000€ et 100 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-05-23;2023/180;COJO - Paris 2024;83498343900029;Relais de la flamme olympique;100000;aide en numéraire;échelonné;2023-05-23/2023-11-23;sans objet;non;1.00;2023-05-23;;Autre objet;Entre 30 000€ et 100 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-06-02;2023/175;Villa Valmont;84937825200019;Aide au fonctionnement;40000;aide en numéraire;échelonné;2023-06-02/2023-12-02;sans objet;non;1.00;2023-06-02;;Autre objet;Entre 30 000€ et 100 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-05-31;2023/193;Atelier Graphite;49428909300036;Projet ALADDIN 2023;18000;aide en numéraire;unique;2023-05-31/2023-11-30;sans objet;non;1.00;2023-05-31;;Autre objet;Inférieur à 30 000€
2023-10-17;BORDEAUX METROPOLE;24330031600011;2023-07-12;2023/206;BAM Project;83121092700016;Subvention d'investissement complémentaire;82000;aide en numéraire;échelonné;2023-07-12/2024-01-12;sans objet;non;1.00;2023-07-12;;Autre objet;Entre 30 000€ et 100 000€
2023-10-17;BORDEAUX METROPOLE;24330031600011;2023-07-07;2023/344;Musique de Nuit Diffusion;34169319000033;Festival Afrcaribe;32000;aide en numéraire;échelonné;2023-07-07/2024-01-07;sans objet;non;1.00;2023-07-07;;Autre objet;Entre 30 000€ et 100 000€
2023-10-17;BORDEAUX METROPOLE;24330031600011;2023-09-18;2023/308;CRESS NA;82802334100047;Action spécifique ESS et Artisanat;10000;aide en numéraire;échelonné;2023-09-18/2024-03-18;sans objet;non;1.00;2023-09-18;;Autre objet;Inférieur à 30 000€
2023-10-17;BORDEAUX METROPOLE;24330031600011;2023-08-07;2023/369;Le Garage Moderne;43470528100021;MAMMA 2023;23000;aide en numéraire;échelonné;2023-08-07/2024-02-07;sans objet;non;1.00;2023-08-07;;Autre objet;Inférieur à 30 000€
2024-02-02;BORDEAUX METROPOLE;24330031600011;2023-11-06;2023/407;Cap Sciences;39988425300036;Aide à l'investissement;145000;aide en numéraire;échelonné;2023-11-06/2024-05-06;sans objet;non;1.00;2023-11-06;;Autre objet;Entre 100 000€ et 500 000€
2024-02-02;BORDEAUX METROPOLE;24330031600011;2023-12-04;2023/402;Haut de Garonne Développement;34975346700043;PLIE 2023;34988;aide en numéraire;échelonné;2023-12-04/2024-06-04;sans objet;non;1.00;2023-12-04;;Autre objet;Entre 30 000€ et 100 000€
2024-02-02;BORDEAUX METROPOLE;24330031600011;2023-12-11;2023/543;ADSI Technowest;43403882400042;Convention d'objectifs et financière;25000;aide en numéraire;échelonné;2023-12-11/2024-06-11;sans objet;non;1.00;2023-12-11;;Autre objet;Inférieur à 30 000€
2020-01-23;BORDEAUX METROPOLE;24330031600000;2019-11-15;2019/648;SEB STE ENCOURAGEMENT DE BORDEAUX;78184354500000;Investissement;158178;aide en numéraire;échelonné;2019-11-15/2020-05-15;sans objet;non;1.00;2019-11-15;;Autre objet;Entre 100 000€ et 500 000€
2020-01-23;BORDEAUX METROPOLE;24330031600000;2019-12-16;2019/748;COMPAGNIE DES MARCHES DE L'ÉTÉ;32848008200100;codev 30/30 rencontres forme courte;15000;aide en numéraire;échelonné;2019-12-16/2020-06-16;sans objet;non;1.00;2019-12-16;;Autre objet;Inférieur à 30 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000;2020-03-05;2020/76;AEROSPACE VALLEY;48428452600100;Fonctionnement;90000;aide en numéraire;échelonné;2020-03-05/2020-09-05;sans objet;non;1.00;2020-03-05;;Fonctionnement;Entre 30 000€ et 100 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000;2020-03-11;2020/78;ASSO EUROPEENNE DU FILM D'ANIMATION;50907979400000;Cartoon moovies;125000;aide en numéraire;échelonné;2020-03-11/2020-09-11;sans objet;non;1.00;2020-03-11;;Autre objet;Entre 100 000€ et 500 000€
2021-02-02;BORDEAUX METROPOLE;24330031600011;2021-01-05;2020/565;COMPAGNIE LES MARCHES DE L'ÉTÉ;32848008200069;Rencontres 30 30;15000;aide en numéraire;échelonné;2021-01-05/2021-07-05;sans objet;non;1.00;2021-01-05;;Autre objet;Inférieur à 30 000€
2021-02-02;BORDEAUX METROPOLE;24330031600011;2021-01-19;2020/501;ADI NOUVELLE AQUITAINE;82033673300010;Fonctionnement;24000;aide en numéraire;unique;2021-01-19/2021-07-19;sans objet;non;1.00;2021-01-19;;Fonctionnement;Inférieur à 30 000€
2021-02-02;BORDEAUX METROPOLE;24330031600011;2021-01-27;2020/439;CRESS AQUITAINE;81090958000021;Subvention exceptionnelle;200000;aide en numéraire;échelonné;2021-01-27/2021-07-27;sans objet;non;1.00;2021-01-27;;Autre objet;Entre 100 000€ et 500 000€
2021-02-02;BORDEAUX METROPOLE;24330031600011;2021-01-27;2020/571;MAISON INITIATIVE ENTREPRENARIAT MIE;41219456500021;Fonctionnement;7800;aide en numéraire;unique;2021-01-27/2021-07-27;sans objet;non;1.00;2021-01-27;;Fonctionnement;Inférieur à 30 000€
2021-02-02;BORDEAUX METROPOLE;24330031600011;2021-01-28;2020/565;LES ARTS AU MUR;43434085700037;Fonctionnement;15000;aide en numéraire;échelonné;2021-01-28/2021-07-28;sans objet;non;1.00;2021-01-28;;Fonctionnement;Inférieur à 30 000€
2021-08-10;BORDEAUX METROPOLE;24330031600011;2021-02-12;2020/565;PARALLELES ATTITUDE DIFFUSION;35011886500046;Carnaval 2 rives;15000;aide en numéraire;échelonné;2021-02-12/2021-08-12;sans objet;non;1.00;2021-02-12;;Autre objet;Inférieur à 30 000€
2021-08-10;BORDEAUX METROPOLE;24330031600011;2021-04-09;2021/135;COS DU PERSONNEL DE BORDEAUX METROPOLE;48301340500012;Fonctionnement;1800000;aide en numéraire;échelonné;2021-04-09/2021-10-09;sans objet;non;1.00;2021-04-09;;Fonctionnement;Supérieur à 500 000€
2021-08-10;BORDEAUX METROPOLE;24330031600011;2021-01-11;2020/204;LES DROITS DU PIETON EN GIRONDE;41138802800010;CCSPL;500;aide en numéraire;unique;2021-01-11/2021-07-11;sans objet;non;1.00;2021-01-11;;Autre objet;Inférieur à 30 000€
2021-08-10;BORDEAUX METROPOLE;24330031600011;2020-10-03;2020/204;ESPACE 33;39507866000036;CCSPL;500;aide en numéraire;unique;2020-10-03/2021-04-03;sans objet;non;1.00;2020-10-03;;Autre objet;Inférieur à 30 000€
2021-08-10;BORDEAUX METROPOLE;24330031600011;2021-06-09;2021/282;SEMER LE DOUTE;53389682500031;Festival FIFIB;26000;aide en numéraire;échelonné;2021-06-09/2021-12-09;sans objet;non;1.00;2021-06-09;;Autre objet;Inférieur à 30 000€
2021-08-10;BORDEAUX METROPOLE;24330031600011;2021-07-05;2021/232;BANQUE ALIMENTAIRE;34063725500027;Fonctionnement;50000;aide en numéraire;échelonné;2021-07-05/2022-01-05;sans objet;non;1.00;2021-07-05;;Fonctionnement;Entre 30 000€ et 100 000€
2021-08-10;BORDEAUX METROPOLE;24330031600011;2021-06-28;2021/232;SECOURS POPULAIRE Français GIRONDE;32571979700046;Fonctionnement;50000;aide en numéraire;échelonné;2021-06-28/2021-12-28;sans objet;non;1.00;2021-06-28;;Fonctionnement;Entre 30 000€ et 100 000€
2021-08-10;BORDEAUX METROPOLE;24330031600011;2021-06-24;2021/279;SIVOC;25330068500018;Saison culturelle;2500;aide en numéraire;échelonné;2021-06-24/2021-12-24;sans objet;non;1.00;2021-06-24;;Autre objet;Inférieur à 30 000€
2021-08-10;BORDEAUX METROPOLE;24330031600011;2021-06-01;2021/200;AGENCE QUALITE CONSTRUCTION;32721569500070;Fonctionnement;52000;aide en numéraire;échelonné;2021-06-01/2021-12-01;sans objet;non;1.00;2021-06-01;;Fonctionnement;Entre 30 000€ et 100 000€
2021-08-10;BORDEAUX METROPOLE;24330031600011;2021-06-30;2021/142;TECHNOWEST LOGEMENT JEUNES;48925061300028;Lutte contre la précarité alimentaire;28250;aide en numéraire;échelonné;2021-06-30/2021-12-30;sans objet;non;1.00;2021-06-30;;Autre objet;Inférieur à 30 000€
2022-06-01;BORDEAUX METROPOLE;24330031600011;2022-03-23;2022/86;FESTIVAL DES ARTS DE BORDEAUX;44336259500037;Festival internationnal des Arts de Bordeaux Métropole 2022;160000;aide en numéraire;échelonné;2022-03-23/2022-09-23;sans objet;non;1.00;2022-03-23;;Autre objet;Entre 100 000€ et 500 000€
2022-06-01;BORDEAUX METROPOLE;24330031600011;2022-04-13;2022/142;BORDEAUX TECHNOWEST;37781852100025;Subvention de fonctionnement;530000;aide en numéraire;échelonné;2022-04-13/2022-10-13;sans objet;non;1.00;2022-04-13;;Autre objet;Supérieur à 500 000€
2022-06-01;BORDEAUX METROPOLE;24330031600011;2022-04-12;2022/190;ADEM;39811228400011;Subvention Décastar 2022;60000;aide en numéraire;échelonné;2022-04-12/2022-10-12;sans objet;non;1.00;2022-04-12;;Autre objet;Entre 30 000€ et 100 000€
2022-06-01;BORDEAUX METROPOLE;24330031600011;2022-04-20;2022/141;INVEST IN BORDEAUX;40919981700050;Subvention de fonctionnement;487775;aide en numéraire;échelonné;2022-04-20/2022-10-20;sans objet;non;1.00;2022-04-20;;Autre objet;Entre 100 000€ et 500 000€
2022-06-01;BORDEAUX METROPOLE;24330031600011;2022-04-19;2022/117;LES ARTS AU MUR;43434085700037;Subvention d'Investissement;42000;aide en numéraire;échelonné;2022-04-19/2022-10-19;sans objet;non;1.00;2022-04-19;;Autre objet;Entre 30 000€ et 100 000€
2022-06-01;BORDEAUX METROPOLE;24330031600011;2022-05-10;2022/136;MAISON DE L'EMPLOI DE BORDEAUX;49058526200069;Subvention de fonctionnement;230000;aide en numéraire;échelonné;2022-05-10/2022-11-10;sans objet;non;1.00;2022-05-10;;Autre objet;Entre 100 000€ et 500 000€
2022-06-01;BORDEAUX METROPOLE;24330031600011;2022-05-20;2022/142;ODEYS;84519241800018;Subvention de fonctionnement;40000;aide en numéraire;échelonné;2022-05-20/2022-11-20;sans objet;non;1.00;2022-05-20;;Autre objet;Entre 30 000€ et 100 000€
2022-09-01;BORDEAUX METROPOLE;24330031600011;2022-06-02;2022/268;ARC EN REVE;32123703400012;Exposition Commun;80000;aide en numéraire;échelonné;2022-06-02/2022-12-02;sans objet;non;1.00;2022-06-02;;Autre objet;Entre 30 000€ et 100 000€
2022-09-01;BORDEAUX METROPOLE;24330031600011;2022-06-09;2022/144;FRENCH TECH;81831326400033;Subvention de fonctionnement;214000;aide en numéraire;échelonné;2022-06-09/2022-12-09;sans objet;non;1.00;2022-06-09;;Autre objet;Entre 100 000€ et 500 000€
2022-09-01;BORDEAUX METROPOLE;24330031600011;2022-04-07;2022/142;ADI NOUVELLE-AQUITAINE;48237148100060;Subvention de fonctionnement;50000;aide en numéraire;échelonné;2022-04-07/2022-10-07;sans objet;non;1.00;2022-04-07;;Autre objet;Entre 30 000€ et 100 000€
2022-09-01;BORDEAUX METROPOLE;24330031600011;2022-06-27;2022/178;CREAQ;41993219900021;Subvention de fonctionnement;310000;aide en numéraire;échelonné;2022-06-27/2022-12-27;sans objet;non;1.00;2022-06-27;;Autre objet;Entre 100 000€ et 500 000€
2022-09-01;BORDEAUX METROPOLE;24330031600011;2022-06-15;2022/178;MAISON PROMOTION SOCIALE FORMATION;81910693100010;SARE 2022;310000;aide en numéraire;échelonné;2022-06-15/2022-12-15;sans objet;non;1.00;2022-06-15;;Autre objet;Entre 100 000€ et 500 000€
2022-09-01;BORDEAUX METROPOLE;24330031600011;2022-07-19;2022/35;E-GRAINE NOUVELLE AQUITAINE;82365349800019;Vers un quartier Zéro Déchets 2022/2024;105000;aide en numéraire;échelonné;2022-07-19/2023-01-19;sans objet;non;1.00;2022-07-19;;Autre objet;Entre 100 000€ et 500 000€
