datepublication;nomAttribuant;idAttribuant;dateConvention;referenceDecision;nomBénéficiaire;idBeneficiaire;objet;montant;nature;conditionsVersement;datesPériodeVersement;idRAE;notificationUE;pourcentageSubvention;date_deb;date_fin;objet_reuse;montant_reuse
2024-04-04;BORDEAUX METROPOLE;24330031600011;2024-02-21;2024/77;OTCBM;78180455400017;aide au fonctionnement;3740000;aide en numéraire;échelonné;2024-02-21/2024-08-21;sans objet;non;1.00;2024-02-21;;Autre objet;Supérieur à 500 000€
2024-04-04;BORDEAUX METROPOLE;24330031600011;2024-03-14;2024/81;Villa Valmont;84937825200019;aide au fonctionnement;40000;aide en numéraire;échelonné;2024-03-14/2024-09-14;sans objet;non;1.00;2024-03-14;;Autre objet;Entre 30 000€ et 100 000€
2024-09-02;BORDEAUX METROPOLE;24330031600011;2024-05-07;2024/189;Escales Littéraires de Bordeaux Aquitaine;34426475900046;Escale du Livre;150000;aide en numéraire;échelonné;2024-05-07/2024-11-07;sans objet;non;1.00;2024-05-07;;Autre objet;Entre 100 000€ et 500 000€
2024-09-02;BORDEAUX METROPOLE;24330031600011;2024-05-20;2024/155;France Active Nouvelle Aquitaine;82101368700024;aide au fonctionnement;50000;aide en numéraire;échelonné;2024-05-20/2024-11-20;sans objet;non;1.00;2024-05-20;;Autre objet;Entre 30 000€ et 100 000€
2024-09-02;BORDEAUX METROPOLE;24330031600011;2024-06-14;2024/155;ADIE;35221687300211;aide au fonctionnement;43000;aide en numéraire;échelonné;2024-06-14/2024-12-14;sans objet;non;1.00;2024-06-14;;Autre objet;Entre 30 000€ et 100 000€
2024-09-02;BORDEAUX METROPOLE;24330031600011;2024-06-07;2024/148;Bordeax Aquitaine Inno'Vin;49874718700025;aide au fonctionnement;40000;aide en numéraire;échelonné;2024-06-07/2024-12-07;sans objet;non;1.00;2024-06-07;;Autre objet;Entre 30 000€ et 100 000€
2024-09-02;BORDEAUX METROPOLE;24330031600011;2024-06-26;2024/179;GIHP;31231100400039;aide au fonctionnement;30000;aide en numéraire;échelonné;2024-06-26/2024-12-26;sans objet;non;1.00;2024-06-26;;Autre objet;Inférieur à 30 000€
2020-01-23;BORDEAUX METROPOLE;24330031600000;2020-01-02;2019/748;ASSOCIATION ESPRIT DE CORPS;42008956700000;codev;20000;aide en numéraire;échelonné;2020-01-02/2020-07-02;sans objet;non;1.00;2020-01-02;;Autre objet;Inférieur à 30 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000;2020-03-03;2020/63;AGEC & CO;49848483100000;SMAC agglo scènes musiques actuelles;14250;aide en numéraire;échelonné;2020-03-03/2020-09-03;sans objet;non;1.00;2020-03-03;;Autre objet;Inférieur à 30 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000;2020-03-26;2020/132;LA FABRIQUE POLA;44433758800000;Fonctionnement;114000;aide en numéraire;échelonné;2020-03-26/2020-09-26;sans objet;non;1.00;2020-03-26;;Fonctionnement;Entre 100 000€ et 500 000€
2020-06-02;BORDEAUX METROPOLE;24330031600000;2020-02-20;2020/112;LE PARTENARIAT;32500114700000;Appel à projet international solidarité eau;29000;aide en numéraire;échelonné;2020-02-20/2020-08-20;sans objet;non;1.00;2020-02-20;;Autre objet;Inférieur à 30 000€
2020-08-25;BORDEAUX METROPOLE;24330031600000;2020-06-25;2020/BM 0402;MUSIQUES DE NUIT DIFFUSION;34169319000000;Les inédits de l'été E.M.;28000;aide en numéraire;échelonné;2020-06-25/2020-12-25;sans objet;non;1.00;2020-06-25;;Autre objet;Inférieur à 30 000€
2020-12-01;BORDEAUX METROPOLE;24330031600000;2020-11-26;2020/397;CRISTOPH HUTIN ARCHITECTURE;79739136400000;Biennale archi Venise;37500;aide en numéraire;unique;2020-11-26/2021-05-26;sans objet;non;1.00;2020-11-26;;Autre objet;Entre 30 000€ et 100 000€
2020-06-02;BORDEAUX METROPOLE;24330031600000;2020-02-20;2020/112;ASSOCIATION EAU POUR LA VIE;50449400600000;AP international solidarité eau BENIN;50000;aide en numéraire;échelonné;2020-02-20/2020-08-20;sans objet;non;1.00;2020-02-20;;Autre objet;Entre 30 000€ et 100 000€
2020-08-25;BORDEAUX METROPOLE;24330031600000;2020-02-20;2020/134;ID DEVELOPPEMENT;39459802300000;AP international solidarité eau TAHITI;50000;aide en numéraire;échelonné;2020-02-20/2020-08-20;sans objet;non;1.00;2020-02-20;;Autre objet;Entre 30 000€ et 100 000€
2019-02-06;BORDEAUX METROPOLE;24330031600011;2018-10-09;2018/040;GIHP INSERT PERS HAND;31231100400039;Zéro déchets;5000;aide en numéraire;unique;2018-10-09/2019-04-09;sans objet;non;1.00;2018-10-09;;Autre objet;Inférieur à 30 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011;2019-02-19;2019/53;COMPAGNIE LES MARCHES DE L'ÉTÉ;32848008200069;FESTIVAL 30/30;15000;aide en numéraire;échelonné;2019-02-19_2019-08-19;sans objet;non;1.00;2019-02-19;2019-08-19;Autre objet;Inférieur à 30 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011;2019-02-20;2019/53;CREAC DE BEGLES;37809063300017;saison cirque;47500;aide en numéraire;échelonné;2019-02-20/2019-08-20;sans objet;non;1.00;2019-02-20;;Autre objet;Entre 30 000€ et 100 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011;2019-03-11;2019/53;ESPRIT DE CORPS;42008956700036;festival POUCE;20000;aide en numéraire;échelonné;2019-03-11/2019-09-11;sans objet;non;1.00;2019-03-11;;Autre objet;Inférieur à 30 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011;2019-02-22;2019/53;CHAHUTS;40265285300069;LES ARTS DE LA PAROLE;35000;aide en numéraire;échelonné;2019-02-22/2019-08-22;sans objet;non;1.00;2019-02-22;;Autre objet;Entre 30 000€ et 100 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011;2019-05-15;2019/181;BORDEAUX TECHNOWEST;37781852100025;LA TECHNOPOLE;440000;aide en numéraire;échelonné;2019-05-15/2019-11-15;sans objet;non;1.00;2019-05-15;;Autre objet;Entre 100 000€ et 500 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011;2019-05-27;2019/263;ADMAA;48956307200029;Eté métropolitain;20000;aide en numéraire;échelonné;2019-05-27/2019-11-27;sans objet;non;1.00;2019-05-27;;Eté métropolitain;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011;2019-05-23;2019/183;CLUSTER BORDEAUX SUPERYACHT;82071933400014;Fonctionnement;25000;aide en numéraire;échelonné;2019-05-23/2019-11-23;sans objet;non;1.00;2019-05-23;;Fonctionnement;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011;2019-06-12;2019/263;L'ART DANS TOUS SES ETATS;82155741000015;Eté métropolitain;6600;aide en numéraire;échelonné;2019-06-12/2019-12-12;sans objet;non;1.00;2019-06-12;;Eté métropolitain;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011;2019-06-06;2019/205;CSDL;41900910500018;ESS programme d'actions;38000;aide en numéraire;échelonné;2019-06-06/2019-12-06;sans objet;non;1.00;2019-06-06;;Autre objet;Entre 30 000€ et 100 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011;2019-06-27;2019/169;FACE;39856806300059;Fonctionnement;14250;aide en numéraire;échelonné;2019-06-27/2019-12-27;sans objet;non;1.00;2019-06-27;;Fonctionnement;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011;2019-07-23;2019/386;CIDFF;33348540700017;actions spécifiques;8500;aide en numéraire;unique;2019-07-23/2020-01-23;sans objet;non;1.00;2019-07-23;;Autre objet;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011;2019-08-26;2019/390;SEMER LE DOUTE;53389682500023;Festival FIFIB;26000;aide en numéraire;échelonné;2019-08-26/2020-02-26;sans objet;non;1.00;2019-08-26;;Autre objet;Inférieur à 30 000€
2019-02-06;BORDEAUX METROPOLE;24330031600011;2018-12-18;2018/601;LE LIVRE VERT;79493089100013;investissement;15000;aide en numéraire;échelonné;2018-12-18/2019-06-18;sans objet;non;1.00;2018-12-18;;Autre objet;Inférieur à 30 000€
2019-02-06;BORDEAUX METROPOLE;24330031600011;2019-01-17;2018/678;CARREFOURS POUR L'EMPLOI;43294548300035;Fonctionnement;18000;aide en numéraire;échelonné;2019-01-17/2019-07-17;sans objet;non;1.00;2019-01-17;;Fonctionnement;Inférieur à 30 000€
2019-02-06;BORDEAUX METROPOLE;24330031600011;2018-09-24;2015/488;SIMOREP ET CIE;32852574600017;investissement projet butterfly;400000;aide en numéraire;échelonné;2018-09-24/2019-03-24;sans objet;non;1.00;2018-09-24;;Autre objet;Entre 100 000€ et 500 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011;2019-02-14;2018/666;CAP SCIENCES;39988425300036;Fête de la science;5000;aide en numéraire;échelonné;2019-02-14/2019-08-14;sans objet;non;1.00;2019-02-14;;Autre objet;Inférieur à 30 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011;2019-03-08;2019/65;OFFICE TOURISME & CONGRES BORDEAUX;78180455400017;Fonctionnement;3000000;aide en numéraire;échelonné;2019-03-08/2019-09-08;sans objet;non;1.00;2019-03-08;;Fonctionnement;Supérieur à 500 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011;2019-04-24;2018/578;SAMPE France;48428659600032;Action journées techniques;5000;aide en numéraire;échelonné;2019-04-24/2019-10-24;sans objet;non;1.00;2019-04-24;;Autre objet;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011;2019-05-21;2019/263;YES WE CAMP;78942066800012;Eté métropolitain;10000;aide en numéraire;échelonné;2019-05-21/2019-11-21;sans objet;non;1.00;2019-05-21;;Eté métropolitain;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011;2019-06-17;2019/264;PASSAGE A L'ART;48438218900021;"Manifestation ""faire des bulles""";15200;aide en numéraire;échelonné;2019-06-17/2019-12-17;sans objet;non;1.00;2019-06-17;;Autre objet;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011;2019-06-26;2019/274;ATIS;52289609100033;Start up de territoire;20000;aide en numéraire;échelonné;2019-06-26/2019-12-26;sans objet;non;1.00;2019-06-26;;Autre objet;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011;2019-06-25;2019/318;CAP SCIENCES;39988425300036;investissement;120000;aide en numéraire;échelonné;2019-06-25/2019-12-25;sans objet;non;1.00;2019-06-25;;Autre objet;Entre 100 000€ et 500 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011;2019-07-12;2019/297;ENT'AUTRES;80041897200017;Investissement Le Local;20000;aide en numéraire;échelonné;2019-07-12/2020-01-12;sans objet;non;1.00;2019-07-12;;Autre objet;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011;2019-08-07;2019/263;OVERGROUND;79981016300011;Fonctionnement;5800;aide en numéraire;échelonné;2019-08-07/2020-02-07;sans objet;non;1.00;2019-08-07;;Fonctionnement;Inférieur à 30 000€
2019-02-06;BORDEAUX METROPOLE;24330031600011;2019-01-24;2018/578;WIMOOV GIRONDE;42213614300068;plateforme mobilité;55000;aide en numéraire;échelonné;2019-01-24/2019-07-24;sans objet;non;1.00;2019-01-24;;Autre objet;Entre 30 000€ et 100 000€
2019-02-06;BORDEAUX METROPOLE;24330031600011;2019-01-31;2018/677;AQUITEC;39061052500029;Fonctionnement;26000;aide en numéraire;échelonné;2019-01-31/2019-07-31;sans objet;non;1.00;2019-01-31;;Fonctionnement;Inférieur à 30 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011;2019-02-14;2018/804;UNION BORDEAUX METROPOLE (UBM);41892140900011;Fonctionnement;165000;aide en numéraire;échelonné;2019-02-14/2019-08-14;sans objet;non;1.00;2019-02-14;;Fonctionnement;Entre 100 000€ et 500 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011;2019-02-14;2018/805;COS Bordeaux Métropole;48301340500012;Fonctionnement;1680000;aide en numéraire;échelonné;2019-02-14/2019-08-14;sans objet;non;1.00;2019-02-14;;Fonctionnement;Supérieur à 500 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011;2019-03-08;2019/69;LE LAB;84217399900017;investissement travaux Lormont;7000;aide en numéraire;échelonné;2019-03-08/2019-09-08;sans objet;non;1.00;2019-03-08;;Autre objet;Inférieur à 30 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011;2018-12-07;2018/664;MUSIQUES DE NUIT DIFFUSION;34169319000033;journées afro contemporaines;33250;aide en numéraire;échelonné;2018-12-07/2019-06-07;sans objet;non;1.00;2018-12-07;;Autre objet;Entre 30 000€ et 100 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011;2019-03-06;2019/45;AURBA;78181448800040;Fonctionnement;4372000;aide en numéraire;échelonné;2019-03-06/2019-09-06;sans objet;non;1.00;2019-03-06;;Fonctionnement;Supérieur à 500 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011;2019-05-21;2019/263;LETTRES DU MONDE;45227479800035;IN SITU ÉTÉ METROPOLITAIN;6000;aide en numéraire;échelonné;2019-05-21/2019-11-21;sans objet;non;1.00;2019-05-21;;Autre objet;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011;2019-05-27;2019/263;BORDEAUX ROCK;48029371100028;Eté métropolitain;8000;aide en numéraire;échelonné;2019-05-27/2019-11-27;sans objet;non;1.00;2019-05-27;;Eté métropolitain;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011;2019-05-29;2019/263;BORDEAUX ART CONTEMPORAIN;82831200900016;Eté métropolitain;8000;aide en numéraire;échelonné;2019-05-29/2019-11-29;sans objet;non;1.00;2019-05-29;;Eté métropolitain;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011;2019-05-29;2019/265;AGEC ET CO;49848483100033;projet artistique;14250;aide en numéraire;échelonné;2019-05-29/2019-11-29;sans objet;non;1.00;2019-05-29;;Autre objet;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011;2019-06-12;2019/185;FRENTECH BORDEAUX;81831326400025;Fonctionnement;204000;aide en numéraire;échelonné;2019-06-12/2019-12-12;sans objet;non;1.00;2019-06-12;;Fonctionnement;Entre 100 000€ et 500 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011;2019-06-13;2019/182;BORDEAUX UNITEC;37796404400038;manifestation Innovaday;15000;aide en numéraire;échelonné;2019-06-13/2019-12-13;sans objet;non;1.00;2019-06-13;;Autre objet;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011;2019-06-19;2019/278;ALPHA;47941474000049;Fonctionnement;57000;aide en numéraire;échelonné;2019-06-19/2019-12-19;sans objet;non;1.00;2019-06-19;;Fonctionnement;Entre 30 000€ et 100 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011;2019-06-12;2019/257;ALEC;49500944100033;Fonctionnement;137000;aide en numéraire;échelonné;2019-06-12/2019-12-12;sans objet;non;1.00;2019-06-12;;Fonctionnement;Entre 100 000€ et 500 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011;2019-07-31;2019/401;MAISON EMPLOI BX MDE;49058526200069;Fonctionnement;25000;aide en numéraire;échelonné;2019-07-31/2020-01-31;sans objet;non;1.00;2019-07-31;;Fonctionnement;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011;2019-07-25;2019/279;COM UNE PARENTHESE;84515945800023;actions spécifiques;29000;aide en numéraire;échelonné;2019-07-25/2020-01-25;sans objet;non;1.00;2019-07-25;;Autre objet;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011;2019-07-31;2019/386;ADIE;35221687300015;Fonctionnement;5000;aide en numéraire;unique;2019-07-31/2020-01-31;sans objet;non;1.00;2019-07-31;;Fonctionnement;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011;2019-08-22;2019/418;LES DETRITIVORES;81292453800018;action déchets;50000;aide en numéraire;échelonné;2019-08-22/2020-02-22;sans objet;non;1.00;2019-08-22;;Autre objet;Entre 30 000€ et 100 000€
2019-11-15;BORDEAUX METROPOLE;24330031600011;2019-10-31;2019/489;AEROSPACE VALLEY;48428452600072;Fonctionnement;90000;aide en numéraire;échelonné;2019-10-31/2020-04-31;sans objet;non;1.00;2019-10-31;;Fonctionnement;Entre 30 000€ et 100 000€
2019-11-15;BORDEAUX METROPOLE;24330031600011;2019-11-12;2019/594;FESTIVAL INTERNATIONAL;37914022100019;Festival du film d'histoire;50000;aide en numéraire;échelonné;2019-11-12/2020-05-12;sans objet;non;1.00;2019-11-12;;Autre objet;Entre 30 000€ et 100 000€
2019-02-06;BORDEAUX METROPOLE;24330031600011;2018-07-17;2018/288;ASSO LEONARD DE VINCI;40285022600018;Big Data;25000;aide en numéraire;échelonné;2018-07-17/2019-01-17;sans objet;non;1.00;2018-07-17;;Autre objet;Inférieur à 30 000€
2019-02-06;BORDEAUX METROPOLE;24330031600011;2018-12-20;2018/570;SOLIHA SOLIDAIRE HABITAT;78184854400032;Fonctionnement;216000;aide en numéraire;échelonné;2018-12-20/2019-06-20;sans objet;non;1.00;2018-12-20;;Fonctionnement;Entre 100 000€ et 500 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011;2019-03-06;2019/53;ASSO FESTIVAL ODP;82343035000012;Festival ODP codev;40000;aide en numéraire;échelonné;2019-03-06/2019-09-06;sans objet;non;1.00;2019-03-06;;Autre objet;Entre 30 000€ et 100 000€
2021-02-02;BORDEAUX METROPOLE;24330031600011;2020-12-08;2020/142;ESPACE TEXTILE RIVE DROITE;85029215200012;appel à projet FAJ;35000;aide en numéraire;échelonné;2020-12-08/2021-06-08;sans objet;non;1.00;2020-12-08;;Autre objet;Entre 30 000€ et 100 000€
2021-02-02;BORDEAUX METROPOLE;24330031600011;2021-01-11;2020/421;TARMAQ;88352417500014;Fonctionnement;294365;aide en numéraire;échelonné;2021-01-11/2021-07-11;sans objet;non;1.00;2021-01-11;;Fonctionnement;Entre 100 000€ et 500 000€
2021-08-10;BORDEAUX METROPOLE;24330031600011;2021-04-22;2021/100;INVEST IN BORDEAUX;40919981700050;Fonctionnement;487775;aide en numéraire;échelonné;2021-04-22/2021-10-22;sans objet;non;1.00;2021-04-22;;Fonctionnement;Entre 100 000€ et 500 000€
2021-08-10;BORDEAUX METROPOLE;24330031600011;2021-06-09;2021/279;BRUIT DU FRIGO;41763246000073;La mêlée;5000;aide en numéraire;échelonné;2021-06-09/2021-12-09;sans objet;non;1.00;2021-06-09;;Autre objet;Inférieur à 30 000€
2021-08-10;BORDEAUX METROPOLE;24330031600011;2021-03-03;2021/66;LES BRUITS DE LA RUE;78989994500016;Application TINKIET;9720;aide en numéraire;échelonné;2021-03-03/2021-09-03;sans objet;non;1.00;2021-03-03;;Autre objet;Inférieur à 30 000€
2021-08-10;BORDEAUX METROPOLE;24330031600011;2021-05-25;2021-143;LES AMIS DE SOLEVENT;83822381600011;Fonctionnement;2000;aide en numéraire;échelonné;2021-05-25/2021-11-25;sans objet;non;1.00;2021-05-25;;Fonctionnement;Inférieur à 30 000€
2021-11-18;BORDEAUX METROPOLE;24330031600011;2020-11-24;2020/338;BORDEAUX TECHNOWEST;37781852100025;Fonctionnement;440000;aide en numéraire;échelonné;2020-11-24/2021-05-24;sans objet;non;1.00;2020-11-24;;Fonctionnement;Entre 100 000€ et 500 000€
2021-11-18;BORDEAUX METROPOLE;24330031600011;2021-04-08;2021/143;TERRE D'ADELES;48782378300013;Fonctionnement;7000;aide en numéraire;échelonné;2021-04-08/2021-10-08;sans objet;non;1.00;2021-04-08;;Fonctionnement;Inférieur à 30 000€
2021-11-18;BORDEAUX METROPOLE;24330031600011;2021-10-11;2021-279;LES QUATUORS A BORDEAUX;42243827500014;Vivre ! Festival des quatuors;15000;aide en numéraire;échelonné;2021-10-11/2022-04-11;sans objet;non;1.00;2021-10-11;;Autre objet;Inférieur à 30 000€
2021-12-20;BORDEAUX METROPOLE;24330031600011;2021-11-08;2021/456;CONGRES ET EXPOSITIONS DE BORDEAUX;45309131600019;Aide à l'immobilier;1600000;aide en numéraire;échelonné;2021-11-08/2022-05-08;sans objet;non;1.00;2021-11-08;;Autre objet;Supérieur à 500 000€
2021-12-20;BORDEAUX METROPOLE;24330031600011;2021-10-20;2020/139;EMMAUS CONNECT;79227291600034;Plan pauvreté ALADDIN;18000;aide en numéraire;unique;2021-10-20/2022-04-20;sans objet;non;1.00;2021-10-20;;Autre objet;Inférieur à 30 000€
2021-12-20;BORDEAUX METROPOLE;24330031600011;2021-10-25;2021/505;IFAID;33884976300036;Soutien au dispositif local d'accompagnement;20000;aide en numéraire;échelonné;2021-10-25/2022-04-25;sans objet;non;1.00;2021-10-25;;Autre objet;Inférieur à 30 000€
2021-12-20;BORDEAUX METROPOLE;24330031600011;2021-10-04;2021-551;ASLAV;51950160500017;Action solidarité internationale eau;20000;aide en numéraire;échelonné;2021-10-04/2022-04-04;sans objet;non;1.00;2021-10-04;;Autre objet;Inférieur à 30 000€
2022-03-04;BORDEAUX METROPOLE;24330031600011;2021-12-17;2021/617;ETU'RECUP;80127165100029;Soutien aux étudiants dans la précarité;7500;aide en numéraire;unique;2021-12-17/2022-06-17;sans objet;non;1.00;2021-12-17;;Autre objet;Inférieur à 30 000€
2024-04-04;BORDEAUX METROPOLE;24330031600011;2024-03-04;2024/57;COS du personnel de Bordeaux Métropole;48301340500012;aide au fonctionnement;1970000;aide en numéraire;échelonné;2024-03-04/2024-09-04;sans objet;non;1.00;2024-03-04;;Autre objet;Supérieur à 500 000€
2024-04-04;BORDEAUX METROPOLE;24330031600011;2024-03-01;2023/548;Semer le Doute;53389682500049;AAP Résidence pour le cinéma;30000;aide en numéraire;échelonné;2024-03-01/2024-09-01;sans objet;non;1.00;2024-03-01;;Autre objet;Inférieur à 30 000€
2024-09-02;BORDEAUX METROPOLE;24330031600011;2024-05-15;2024/186;Villa Primrose;78187611500010;aide au fonctionnement;25000;aide en numéraire;échelonné;2024-05-15/2024-11-15;sans objet;non;1.00;2024-05-15;;Autre objet;Inférieur à 30 000€
2024-09-02;BORDEAUX METROPOLE;24330031600011;2024-06-03;2024/148;Way4space;90870146900011;aide au fonctionnement;250000;aide en numéraire;échelonné;2024-06-03/2024-12-03;sans objet;non;1.00;2024-06-03;;Autre objet;Entre 100 000€ et 500 000€
2024-09-02;BORDEAUX METROPOLE;24330031600011;2024-07-02;2024/155;CRESS;82802334100047;aide au fonctionnement;50000;aide en numéraire;échelonné;2024-07-02/2025-01-02;sans objet;non;1.00;2024-07-02;;Autre objet;Entre 30 000€ et 100 000€
2024-09-02;BORDEAUX METROPOLE;24330031600011;2024-05-14;2024/155;Caisse Sociale de Développement Local (CSDL);41900910500018;aide au  fonctionnement - Accompagnement ESS;38000;aide en numéraire;échelonné;2024-05-14/2024-11-14;sans objet;non;1.00;2024-05-14;;Autre objet;Entre 30 000€ et 100 000€
2025-01-16;BORDEAUX METROPOLE;24330031600011;2024-08-06;2024/262;ALEC;49500944100041;SARE 2024;262500;aide en numéraire;échelonné;2024-08-06/2025-02-06;sans objet;non;1.00;2024-08-06;;Autre objet;Entre 100 000€ et 500 000€
2025-01-16;BORDEAUX METROPOLE;24330031600011;2024-08-28;2024/341;ADIE;35221687300211;AAP Contrat de ville 2024;8000;aide en numéraire;unique;2024-08-28/2025-02-28;sans objet;non;1.00;2024-08-28;;Autre objet;Inférieur à 30 000€
2025-01-16;BORDEAUX METROPOLE;24330031600011;2024-09-19;2024/380;Cycles et Manivelles;80077623900033;Maisons Métropolitaines  des Mobilités Alternatives 2024;56000;aide en numéraire;échelonné;2024-09-19/2025-03-19;sans objet;non;1.00;2024-09-19;;Autre objet;Entre 30 000€ et 100 000€
2025-01-16;BORDEAUX METROPOLE;24330031600011;2024-10-24;2024/476;Festival international;37914022100019;Festival 2024;50000;aide en numéraire;échelonné;2024-10-24/2025-04-24;sans objet;non;1.00;2024-10-24;;Autre objet;Entre 30 000€ et 100 000€
2025-01-16;BORDEAUX METROPOLE;24330031600011;2024-12-20;2024/511;AGIR ABCD;33145778800619;AAP SOLIDARITE EAU;20000;aide en numéraire;échelonné;2024-12-20/2025-06-20;sans objet;non;1.00;2024-12-20;;Autre objet;Inférieur à 30 000€
2024-04-04;BORDEAUX METROPOLE;24330031600011;2023-12-10;2023/582;L'Burn;84978746000013;Aide à l'investissement immobilier;10441;aide en numéraire;échelonné;2023-12-10/2024-06-10;sans objet;non;1.00;2023-12-10;;Autre objet;Inférieur à 30 000€
2024-04-04;BORDEAUX METROPOLE;24330031600011;2024-02-20;2023/606;Wejob;82182204600024;AAP Emploi et Quartier;82000;aide en numéraire;unique;2024-02-20/2024-08-20;sans objet;non;1.00;2024-02-20;;Autre objet;Entre 30 000€ et 100 000€
2024-04-04;BORDEAUX METROPOLE;24330031600011;2024-03-19;2024/26;Maison de l'emploi, de l'insertion économique et de l'entreprise de Bordeaux;49058526200069;aide au fonctionnement;230000;aide en numéraire;échelonné;2024-03-19/2024-09-19;sans objet;non;1.00;2024-03-19;;Autre objet;Entre 100 000€ et 500 000€
2024-09-02;BORDEAUX METROPOLE;24330031600011;2024-04-07;2023/368;Vélo-Cité;43288382500031;Fête du Vélo 2024;14132;aide en numéraire;échelonné;2024-04-07/2024-10-07;sans objet;non;1.00;2024-04-07;;Autre objet;Inférieur à 30 000€
2023-03-29;BORDEAUX METROPOLE;24330031600011;2023-01-27;2023/88;Dynam'Eau;52824466800034;Solidarité Internationale Eau et Assainissement;22000;aide en numéraire;échelonné;2023-01-27/2023-07-27;sans objet;non;1.00;2023-01-27;;Autre objet;Inférieur à 30 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-04-17;23METPP00372;CS La Passerelle;48980839400014;Projet ALADDIN 2023;3000;aide en numéraire;unique;2023-04-17/2023-10-17;sans objet;non;1.00;2023-04-17;;Autre objet;Inférieur à 30 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-04-17;23METPP00372;UNIRE;83844691200019;Projet ALADDIN 2023;6000;aide en numéraire;unique;2023-04-17/2023-10-17;sans objet;non;1.00;2023-04-17;;Autre objet;Inférieur à 30 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-04-17;23METPP00372;Atelier Remunénage;43775023500040;Projet ALADDIN 2023;3000;aide en numéraire;unique;2023-04-17/2023-10-17;sans objet;non;1.00;2023-04-17;;Autre objet;Inférieur à 30 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-04-17;23METPP00372;Promofemmes St Michel;39931862500023;Projet ALADDIN 2023;5000;aide en numéraire;unique;2023-04-17/2023-10-17;sans objet;non;1.00;2023-04-17;;Autre objet;Inférieur à 30 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-04-17;23METPP00372;Centre Social et Familial Bordeaux Nord;78184921100029;Projet ALADDIN 2023;2000;aide en numéraire;unique;2023-04-17/2023-10-17;sans objet;non;1.00;2023-04-17;;Autre objet;Inférieur à 30 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-04-17;23METPP00372;Centre Animation de Bordeaux Cultivons le Partage;78184929400280;Projet ALADDIN 2023;3000;aide en numéraire;unique;2023-04-17/2023-10-17;sans objet;non;1.00;2023-04-17;;Autre objet;Inférieur à 30 000€
2023-06-20;BORDEAUX METROPOLE;24330031600011;2023-04-13;2023/159;ALEC;49500944100033;Aide au fonctionnement;137000;aide en numéraire;échelonné;2023-04-13/2023-10-13;sans objet;non;1.00;2023-04-13;;Autre objet;Entre 100 000€ et 500 000€
